task_lang,transfer_lang,bleu
gd,tr,52.09293283220697
tr,tr,25.096793464235464
de,tr,12.77426033014517
ig,tr,10.686833980772562
az,tr,10.18226916956784
nb,tr,9.961667636472738
et,tr,8.68323334405627
ru,tr,8.484050279325466
tk,tr,8.159810908500685
ro,tr,7.966919619102151
el,tr,7.865382476422827
mt,tr,7.804747793622736
li,tr,7.579808211949599
sq,tr,7.260660143515929
oc,tr,7.229421199750394
cs,tr,7.225558734125367
af,tr,7.028407214611419
cy,tr,6.988383110186044
zh,tr,6.827788306526696
zu,tr,6.600561928916924
kk,tr,6.496479701638909
nn,tr,6.300462597748992
fy,tr,6.201516101465094
lv,tr,6.128019967005724
gu,tr,6.079675021067372
nl,tr,5.9502932994622455
mk,tr,5.780036536106973
id,tr,5.661253363386285
lt,tr,5.567895174422361
sh,tr,5.5115149195017175
it,tr,5.389218295237107
fr,tr,5.377147389061682
ga,tr,5.321431203924245
ms,tr,5.226301613021655
br,tr,5.178321501910625
ky,tr,5.152865929632506
ml,tr,5.067813403233082
be,tr,4.8334414963613686
da,tr,4.769629821808142
dz,tr,4.742621193427812
ta,tr,4.699439100334073
hu,tr,4.658683773033728
sk,tr,4.480685865235214
mg,tr,4.429923608501416
pt,tr,4.394389683255527
bg,tr,4.195444854353339
vi,tr,4.116744131912014
sv,tr,4.096930721025854
uz,tr,4.044044147396929
es,tr,3.914041269966391
si,tr,3.888511170325327
se,tr,3.814529325668801
yo,tr,3.768193004535597
ca,tr,3.759042895543255
bn,tr,3.649278758122488
wa,tr,3.5644932381214915
uk,tr,3.4579891968806025
hy,tr,3.375175883338483
he,tr,3.200103588739005
km,tr,3.152500307664357
te,tr,3.150480688157337
fi,tr,3.125108447529427
pl,tr,3.107983625237726
an,tr,3.0541272188785427
sl,tr,2.990355698169948
gl,tr,2.9745186908483494
hr,tr,2.89461711033833
as,tr,2.8939478580321
hi,tr,2.888990271613132
th,tr,2.7681308758746184
kn,tr,2.688242320343258
no,tr,2.578393226510228
eu,tr,2.492069710564768
mr,tr,2.416463602498233
or,tr,2.407067275667865
ur,tr,2.346581586074339
ja,tr,2.342753204649965
ko,tr,2.2669118270356674
bs,tr,2.2385997740003933
xh,tr,2.222129556027584
my,tr,2.183671857212093
sr,tr,2.0581501986240336
tt,tr,1.9904647046603867
ar,tr,1.9727882031538184
eo,tr,1.774857341351953
ne,tr,1.7747137936808923
rw,tr,1.7466834826578617
am,tr,1.6180151095082895
ku,tr,1.5720771968556426
mn,tr,1.4520862112879018
fa,tr,1.3902264830106084
pa,tr,1.341549818618568
is,tr,1.3374408542525906
tg,tr,1.1238676214662224
ps,tr,0.8249307160772863
yi,tr,0.6875292962728322
ug,tr,0.4441184809425983
ka,tr,0.2167247691562521
ha,tr,0.1787330877179312
gd,uk,57.512918678900526
uk,uk,26.542608497171305
ru,uk,20.69712795639111
tk,uk,20.032227999116216
be,uk,18.01834699901645
ig,uk,16.441434024544062
el,uk,15.311066341418435
cs,uk,13.83434834348476
ky,uk,13.827830516410032
bg,uk,13.049180785935732
de,uk,12.868734911211025
pl,uk,12.653284428654604
mk,uk,12.336162168114804
he,uk,11.983869480005827
sk,uk,11.793450255617048
zu,uk,11.75448811114367
gu,uk,11.454242395101929
fy,uk,10.623293691872629
li,uk,10.540102417196522
nb,uk,9.68558393494329
km,uk,9.679628250513971
ro,uk,9.306578296731372
af,uk,8.977306049860571
yi,uk,8.900350104871329
cy,uk,8.890798273870503
id,uk,8.86423833286741
et,uk,8.692746987617202
wa,uk,8.069402546608975
mt,uk,7.980291019025175
nn,uk,7.964260889907186
kk,uk,7.885692868897661
oc,uk,7.829637643561831
zh,uk,7.378375522758857
ar,uk,7.323501416860714
as,uk,7.29947322670052
ms,uk,7.298359659462771
lv,uk,7.130205705245064
fr,uk,6.919443947670401
th,uk,6.652870934584004
sh,uk,6.489731338362093
it,uk,6.388106892851872
pt,uk,6.11877770548616
br,uk,6.008177585272859
sq,uk,5.977611592844592
ne,uk,5.96609835707618
lt,uk,5.961090620296051
yo,uk,5.760384715113328
se,uk,5.729251856795891
te,uk,5.6628553220087605
es,uk,5.354919376685502
pa,uk,5.295541053553659
hy,uk,5.254840443235534
ga,uk,4.9813835503364
kn,uk,4.953561167492949
ca,uk,4.935963273260902
nl,uk,4.870833057423472
mn,uk,4.622416347659226
hi,uk,4.5752794421990295
mg,uk,4.549048411722143
or,uk,4.4934725539663365
ml,uk,4.304311771301551
sl,uk,4.198208742856102
ta,uk,4.1716812602028766
hu,uk,4.100666615757035
ko,uk,4.062745752755917
da,uk,4.030908638157678
vi,uk,4.003047069006998
si,uk,3.845951999184369
gl,uk,3.693509690874216
an,uk,3.693028379155541
fi,uk,3.548430749626707
ja,uk,3.482834451615996
ps,uk,3.434742613328048
sv,uk,3.420705839431498
hr,uk,3.4068822602493563
fa,uk,3.3996622751058085
my,uk,3.2807399717597936
bn,uk,3.0764546077628685
sr,uk,3.0287470062983184
rw,uk,2.874526422941084
ku,uk,2.8706555063488755
bs,uk,2.7739849944000547
tr,uk,2.655119475415083
xh,uk,2.652683707563592
no,uk,2.404889269665472
eu,uk,2.353277015806695
eo,uk,2.254667190287576
mr,uk,2.116413960434813
ur,uk,1.78476507876792
is,uk,1.3198996836667192
uz,uk,1.044226372687041
dz,uk,0.9008602195381676
tg,uk,0.813961560712226
am,uk,0.6662892392499844
az,uk,0.5087187430466451
ka,uk,0.5085352571189671
tt,uk,0.1426076810650855
ha,uk,0.1355418475500089
ug,uk,0.1219280411369237
gd,vi,48.705126950096925
vi,vi,25.83890803520608
tk,vi,18.99525905710013
ig,vi,15.169607958461343
de,vi,12.596357201934644
ky,vi,11.79092062750432
zu,vi,11.492652186541871
ru,vi,10.354123712159732
km,vi,9.364553731561784
gu,vi,9.249972818990758
el,vi,9.239993284533044
fy,vi,9.04965745851164
et,vi,9.04276401069139
ro,vi,8.520065261213942
th,vi,8.47062068840284
mt,vi,8.143449272256218
cy,vi,8.141078373192954
cs,vi,8.075407003466285
af,vi,8.033815502875866
kk,vi,7.879425014987078
as,vi,7.779527980954024
nb,vi,7.625436223834146
nn,vi,7.356428129355002
be,vi,7.01010730162449
yo,vi,6.924620517530841
li,vi,6.887260142865199
id,vi,6.879821864585562
he,vi,6.651809201114404
zh,vi,6.488931605316218
ms,vi,6.267777450909491
sq,vi,6.084359706037011
bg,vi,5.9160571283195305
uk,vi,5.875522308565781
fr,vi,5.593439530657747
br,vi,5.586986943219838
sh,vi,5.5193018027232
te,vi,5.413827413459349
lv,vi,5.391931360324634
yi,vi,5.347464531225548
it,vi,5.324080987782041
oc,vi,5.141942605112502
ne,vi,5.068375066761485
mk,vi,5.040695847828911
wa,vi,4.9947671646563165
dz,vi,4.7837613217745805
pa,vi,4.725098696891353
lt,vi,4.71680290802815
sk,vi,4.609474552002284
mg,vi,4.548368631284986
ar,vi,4.507168291851136
or,vi,4.447239268675756
pt,vi,4.338389554155586
mn,vi,4.2468854267444005
hu,vi,4.238303958720695
nl,vi,4.236379960124536
ca,vi,4.01627537226902
ga,vi,3.997603079262992
se,vi,3.9502143711109374
es,vi,3.9263763358382393
da,vi,3.743658472527644
ko,vi,3.733454419779687
pl,vi,3.662581412620356
si,vi,3.519902992531822
my,vi,3.460379243550752
sv,vi,3.3156738281746163
ta,vi,3.2722978590850715
hy,vi,3.184653061204082
ps,vi,3.1455940546652306
sl,vi,3.139481771704224
an,vi,3.104792375230089
kn,vi,3.0968213654878443
gl,vi,3.046144648888986
hi,vi,3.036123451285853
tr,vi,2.995998880617932
ml,vi,2.917081467531206
bn,vi,2.600821567635824
rw,vi,2.59033839357169
hr,vi,2.559374470570589
fi,vi,2.504755860553833
ku,vi,2.396663899957839
eu,vi,2.253595622152417
no,vi,2.21869216988376
bs,vi,2.181869817950384
ja,vi,2.102826160817137
xh,vi,2.093840456087709
fa,vi,1.9922178475960408
sr,vi,1.922413921677004
eo,vi,1.7875062475416896
mr,vi,1.739893777764664
uz,vi,1.6229348316575256
is,vi,1.2637690364330885
ur,vi,1.0547746465707335
tg,vi,0.9941884910199882
am,vi,0.6429384296099624
ka,vi,0.6033321255694658
az,vi,0.4986684623262201
tt,vi,0.2282561040487683
ug,vi,0.1518442919655873
ha,vi,0.1434101993367788
gd,pl,57.57523468319297
pl,pl,25.590850013772197
tk,pl,18.19477740077746
ig,pl,16.604283420477447
de,pl,12.856391256964478
li,pl,11.044473380300095
ru,pl,11.001619642736609
zu,pl,10.81214379516244
cs,pl,10.100996762996424
mt,pl,9.219677530166784
yo,pl,8.95671569122143
et,pl,8.662942654698075
ro,pl,8.342223651899443
kk,pl,8.314885092558649
nb,pl,7.818833358055079
be,pl,7.730176765639284
dz,pl,7.638685064735068
sh,pl,6.937923596835602
sk,pl,6.83496126000762
af,pl,6.735105158238395
nn,pl,6.726501470729869
cy,pl,6.603950201501611
gu,pl,6.425097279897023
uk,pl,6.413558084212196
fy,pl,6.343039530427053
zh,pl,6.106100828555075
oc,pl,6.041668989950651
fr,pl,5.89681408216721
lv,pl,5.862291105578334
it,pl,5.651614174932285
lt,pl,5.294704806294526
mg,pl,5.187450394832443
ga,pl,5.142521354030524
vi,pl,5.1206851536689175
ky,pl,4.941697177304313
sq,pl,4.81920097711382
br,pl,4.805427937950205
ca,pl,4.549240367463312
pt,pl,4.517477091400623
id,pl,4.276704053905769
hr,pl,4.2180284828487205
es,pl,4.01546167530774
nl,pl,4.001582367332582
ms,pl,3.9870078339807
da,pl,3.969729429038937
wa,pl,3.964478313443226
bs,pl,3.960005968059901
hu,pl,3.701434473352141
or,pl,3.660583261235396
sl,pl,3.596741871480247
se,pl,3.5435584624973906
bg,pl,3.43157917940495
sv,pl,3.347166140516419
as,pl,3.3422477444065795
an,pl,3.136695170660471
el,pl,2.9709520396524822
gl,pl,2.9202215343041718
fi,pl,2.894988560302245
rw,pl,2.7651094407340078
tr,pl,2.7330179940461434
mk,pl,2.72436224740535
sr,pl,2.612685492425324
xh,pl,2.392668412605357
mn,pl,2.385971477996659
eu,pl,2.300452890918857
ne,pl,2.296465576761845
ku,pl,2.169104728465679
km,pl,2.09007683632624
no,pl,2.0830821829511
my,pl,2.039527091484276
mr,pl,1.9754840401390428
ar,pl,1.952222175903023
ta,pl,1.667363172671677
yi,pl,1.6190552210608815
kn,pl,1.6050052049796677
he,pl,1.550302920625669
pa,pl,1.5325459463433535
eo,pl,1.5293533661695693
uz,pl,1.4941004294933469
hy,pl,1.3835369368913344
is,pl,1.2695083810684589
ko,pl,1.2488316459501942
th,pl,1.2232588638251929
bn,pl,1.1908713502709276
te,pl,1.0893715379544848
hi,pl,1.08666381558352
ps,pl,1.0547755590125387
ml,pl,0.8602931228333497
tg,pl,0.7791873096963636
fa,pl,0.770983815575156
si,pl,0.7313552025891524
ja,pl,0.6058126383958595
ur,pl,0.3748070371516499
az,pl,0.3060211834238013
am,pl,0.282535462044343
ha,pl,0.1496142839310933
ka,pl,0.13837309948449
ug,pl,0.1082954480576547
tt,pl,0.0845548147214849
gd,pt,53.90863203264078
pt,pt,36.30647275520376
tk,pt,20.231831661717823
gl,pt,17.048278239790886
ig,pt,14.694956228900532
de,pt,11.992414243283957
zu,pt,11.560774969884733
li,pt,11.183558458936533
yo,pt,10.485178525609928
es,pt,9.325964507991117
et,pt,9.203393067123878
ro,pt,8.766620092285658
mt,pt,8.381616798066426
dz,pt,7.925722385971183
cs,pt,7.85617712607193
nb,pt,7.811603385894072
ky,pt,7.398606983439512
as,pt,7.391697455538173
kk,pt,7.154889585824732
ru,pt,7.01643912733052
be,pt,6.781122472233965
cy,pt,6.778923553301834
nn,pt,6.769525820069466
ca,pt,6.512075935369217
or,pt,6.049857893584656
gu,pt,5.897403292088827
lv,pt,5.8709719999304175
fr,pt,5.844812737978475
yi,pt,5.796403325599317
sh,pt,5.780372211006899
af,pt,5.759967963617119
fy,pt,5.60336072443018
it,pt,5.531885634397715
an,pt,5.411332237848305
mg,pt,5.2461888605190605
oc,pt,5.1866892842631085
ga,pt,5.151234934960503
lt,pt,4.9892919550878325
vi,pt,4.958871657056955
sq,pt,4.8529982442010136
ne,pt,4.631478388912858
wa,pt,4.62620920120051
sk,pt,4.1690854519259615
br,pt,4.035142399173494
nl,pt,4.010169812343072
se,pt,3.988376731678773
uk,pt,3.969193199232176
hu,pt,3.922588191823369
km,pt,3.826859498748776
id,pt,3.752294328966209
da,pt,3.695295458009532
ms,pt,3.666078055291453
el,pt,3.517879124850461
bg,pt,3.381396979666057
sv,pt,3.195863790366344
my,pt,3.0519562008701397
pl,pt,3.0428589461528195
he,pt,2.878668244362365
ps,pt,2.81366037921052
mk,pt,2.753086106768315
hr,pt,2.7382577285415626
rw,pt,2.7210004503629395
sl,pt,2.618872744430459
ar,pt,2.599457122427681
tr,pt,2.5938654594060937
mn,pt,2.520131453263593
xh,pt,2.487110366144464
fi,pt,2.471459670299545
ta,pt,2.257648182275218
bs,pt,2.2278384720111544
th,pt,2.1332518263038223
eu,pt,2.0934346796108776
pa,pt,2.0134114428776977
mr,pt,2.0004102038927813
no,pt,1.9807039427712865
kn,pt,1.9790264532286783
ku,pt,1.8751639389010968
sr,pt,1.7222783467024465
si,pt,1.6867936004718456
ko,pt,1.6552321675281625
te,pt,1.627733208577787
bn,pt,1.54112699829649
eo,pt,1.5077313140066375
hi,pt,1.4192517079012057
uz,pt,1.412434011808618
ml,pt,1.3635954640087626
zh,pt,1.35244488369656
is,pt,1.2296466820338012
ja,pt,1.2291302917590392
hy,pt,1.2279701792526794
fa,pt,0.8674868419703949
tg,pt,0.7613806022781987
ka,pt,0.6639775282159395
ur,pt,0.6257203726658838
az,pt,0.315859030007966
am,pt,0.2755515377267203
ug,pt,0.1111926472770493
ha,pt,0.0940152102586098
tt,pt,0.0840818348916817
gd,ro,58.11564198399897
ro,ro,37.65856390845829
ig,ro,17.21299351005369
de,ro,12.933920431697556
zu,ro,11.75853153006532
tk,ro,11.723344422010111
ky,ro,10.00288166585937
li,ro,9.971401469712934
et,ro,9.32891665852798
mt,ro,9.3235813610918
ru,ro,8.875533823577886
sq,ro,8.70367732419063
cs,ro,8.356492366000499
cy,ro,8.155348397166788
el,ro,8.11297937594769
af,ro,8.064909918007418
nb,ro,8.031730907744931
fy,ro,7.82513092732999
it,ro,7.315124119193293
nn,ro,7.124316523517978
dz,ro,6.749201148464505
mk,ro,6.714992959844379
lv,ro,6.6143322482039855
fr,ro,6.115427454417702
sh,ro,5.996134653452633
bg,ro,5.995383797061163
be,ro,5.668364917777295
he,ro,5.543547735050311
br,ro,5.492235492927829
oc,ro,5.484209338698774
ca,ro,5.351723199759881
sk,ro,5.258986361868663
yo,ro,5.200556802385753
id,ro,5.147879241542974
lt,ro,5.085657480253363
kk,ro,5.080976804926834
pt,ro,5.079191863722967
ga,ro,5.017384560696064
zh,ro,4.982808453528814
mg,ro,4.95239431747588
ms,ro,4.757160345393265
wa,ro,4.59111406356016
es,ro,4.417573817088587
nl,ro,4.41541281902441
uk,ro,4.32233100069034
da,ro,4.27573940041842
vi,ro,4.221976631699668
hu,ro,4.107228533955079
an,ro,3.85646165101358
km,ro,3.832507660477119
pl,ro,3.6216096437021386
sl,ro,3.5311405373982603
gl,ro,3.4813594505958902
sv,ro,3.3785850642447874
ne,ro,3.3452666000577884
se,ro,3.2598139906796764
gu,ro,3.243141109239201
as,ro,3.010066890236676
hr,ro,3.004970609552712
mn,ro,2.8536733609415927
tr,ro,2.782482145616021
ku,ro,2.7167147115058685
bs,ro,2.626203525719973
fi,ro,2.5633332794548256
rw,ro,2.53038669683065
te,ro,2.502864997348548
th,ro,2.4726299057877417
ar,ro,2.421947161402929
xh,ro,2.3416015321697827
sr,ro,2.337005111222445
eu,ro,2.297352178564253
eo,ro,2.265249291447486
or,ro,2.09082698956378
yi,ro,2.0177744741863703
no,ro,1.9615625798585543
my,ro,1.8873299656675908
ta,ro,1.740232628766194
hy,ro,1.570138287457654
kn,ro,1.5076016285415117
ml,ro,1.4660083377864497
bn,ro,1.3515948723746631
uz,ro,1.3447986353839945
ko,ro,1.3330497308393023
hi,ro,1.2410630229590989
pa,ro,1.2201249762541282
mr,ro,1.1738679849493896
ps,ro,1.1475996517749891
is,ro,1.0054002469990349
fa,ro,0.9468835048100503
si,ro,0.8176127673344937
tg,ro,0.7618037606343168
ja,ro,0.6907226897697463
am,ro,0.5005550915891747
az,ro,0.3669971055988466
ur,ro,0.3230181691748838
ka,ro,0.3063162598578847
ug,ro,0.1022230588353212
ha,ro,0.0892736455953186
tt,ro,0.0786372174188723
gd,ru,60.28726805155231
ru,ru,33.872244138948695
uk,ru,21.02579943521694
tk,ru,20.84908169590392
ig,ru,17.07909573524546
el,ru,14.438774318317265
bg,ru,14.41266256771286
de,ru,14.029533725149996
mk,ru,12.928772238753591
zu,ru,12.262120199018108
be,ru,11.090423118674767
yo,ru,10.89256650976126
cs,ru,10.789160709026772
li,ru,10.660200765380164
et,ru,10.017387339402047
fy,ru,9.447613646497686
sk,ru,9.383813552603298
ky,ru,9.279755408294813
he,ru,9.185796598016507
cy,ru,9.02578813508784
mt,ru,8.98776736017572
fr,ru,8.843696606208654
ro,ru,8.742477420861691
pl,ru,8.571074856867359
af,ru,8.563358068185037
it,ru,8.527213354192753
nb,ru,8.409424550117807
dz,ru,7.696153152063656
nn,ru,7.353308828486168
sh,ru,6.55764963125324
wa,ru,6.381160584916259
ms,ru,6.319124284024367
km,ru,6.223568994527148
lv,ru,6.098753855557187
id,ru,5.953198326497345
br,ru,5.862327449210688
oc,ru,5.795197334441743
pt,ru,5.737777204671602
sq,ru,5.561557143929173
ga,ru,5.5544105386337685
es,ru,5.294339897197293
kk,ru,5.230548777081006
lt,ru,5.110665477463662
mg,ru,5.048219821996653
gu,ru,4.897911443710802
hi,ru,4.891534426967853
vi,ru,4.883327295489591
zh,ru,4.701678321994975
yi,ru,4.646967481779706
ca,ru,4.592562748350397
nl,ru,4.273160596357333
se,ru,4.268937810681035
hy,ru,4.088613532594066
da,ru,3.964773740876993
an,ru,3.921436805672656
or,ru,3.794037833244136
hu,ru,3.654048237502911
ta,ru,3.537824703153718
ar,ru,3.52706964418108
gl,ru,3.479829171424477
sl,ru,3.419616637931276
sv,ru,3.198445504957163
ne,ru,3.152467893807304
hr,ru,3.101340022515115
mn,ru,3.0396026654300585
bn,ru,3.033287335331346
ku,ru,3.005843342593486
my,ru,2.9388486974425763
th,ru,2.9062249908485125
te,ru,2.8514689164383573
rw,ru,2.829216533763067
ml,ru,2.7047637140343865
bs,ru,2.683134831308504
tr,ru,2.667804336572632
si,ru,2.642073301915963
sr,ru,2.5904310007750557
xh,ru,2.562996523259684
fi,ru,2.530017281045769
eu,ru,2.4434594678440806
no,ru,2.2645487649062805
as,ru,2.210426202191597
fa,ru,2.112335538414949
kn,ru,2.088940354940039
eo,ru,1.9665231349694483
ko,ru,1.9264253925587045
uz,ru,1.598435078486929
ps,ru,1.5026964242599177
pa,ru,1.3652294144135342
ur,ru,1.3530286102847808
is,ru,1.236647386444918
tg,ru,1.0928208988615395
ja,ru,1.055509081281364
mr,ru,1.0355479172599522
am,ru,0.6161366071987843
ka,ru,0.6078788555897096
tt,ru,0.3961212459204383
az,ru,0.3099674172385746
ha,ru,0.150047840092405
ug,ru,0.1007202189834245
zh,zh,40.29690915038332
gd,zh,39.41986018321664
tk,zh,18.74652634081516
de,zh,12.564851096327118
ig,zh,11.0364495745244
li,zh,10.951483814594358
ru,zh,10.692672123248084
th,zh,9.836590857973288
zu,zh,9.670456929012598
et,zh,8.991235453678078
cy,zh,8.293473489984732
mt,zh,8.282130342347342
he,zh,8.189745516072438
ro,zh,8.1364136714911
nb,zh,7.827335686988058
af,zh,7.581508102585042
id,zh,7.2000398180519465
cs,zh,7.1156852434655855
el,zh,7.053419975915889
ms,zh,6.742429493812737
fy,zh,6.717224421779547
ky,zh,6.585623587992874
nn,zh,6.464822918327083
fr,zh,6.397500118646693
mk,zh,5.785161652430759
ja,zh,5.769001394401196
km,zh,5.736281093982338
bg,zh,5.713139113156296
it,zh,5.701756179453525
sh,zh,5.4503101791414
uk,zh,5.429170609109614
sq,zh,5.397386843682422
be,zh,5.346983917872167
ar,zh,5.303104904291732
lv,zh,5.143520165422842
ko,zh,5.073457546361869
br,zh,5.0189842548240895
lt,zh,4.976196302435481
te,zh,4.857648468611303
gu,zh,4.815770524008268
sk,zh,4.703521331938808
mg,zh,4.569548331129598
si,zh,4.462899838351147
ta,zh,4.457722287680199
wa,zh,4.375021497512902
hu,zh,4.313795079510998
nl,zh,4.292800314917809
ml,zh,4.276288079353884
vi,zh,4.242401857264881
da,zh,4.242373494696529
pt,zh,4.239872453311678
as,zh,4.182170890877226
ga,zh,4.104176270978384
es,zh,3.999673233087081
hi,zh,3.899853178349016
ca,zh,3.842309970757551
kk,zh,3.7296720350730337
yo,zh,3.471143182745668
sv,zh,3.451582751183873
bn,zh,3.3072288987322027
ku,zh,3.2679581712200263
mr,zh,3.258071165427097
an,zh,3.17662258285744
sl,zh,3.113290122915892
yi,zh,3.0666598041424598
tr,zh,3.0621185620582803
pl,zh,3.051290560882415
ne,zh,2.9984928407767217
gl,zh,2.8969331055265224
my,zh,2.8594621896829384
fa,zh,2.77984942334387
no,zh,2.678191849889509
hr,zh,2.6213056631499843
se,zh,2.582633696627506
fi,zh,2.487144085678274
hy,zh,2.392913680903223
ps,zh,2.385650018051257
kn,zh,2.3454035377187417
eu,zh,2.306778252408776
rw,zh,2.282217637027077
or,zh,2.126686791726733
bs,zh,2.084118848374476
sr,zh,2.0294235317721943
ur,zh,2.016420794627405
uz,zh,1.9407000667397447
xh,zh,1.8809932499651492
mn,zh,1.8517995213161984
oc,zh,1.825908098183971
eo,zh,1.65228157412203
pa,zh,1.4857351790179505
tg,zh,0.9586148636545172
am,zh,0.931458989459966
is,zh,0.913476344319154
dz,zh,0.8104352302158113
ka,zh,0.6262257412842201
az,zh,0.5147543851452003
tt,zh,0.2704544444672236
ug,zh,0.197503479957276
ha,zh,0.1718103324960206
